惊悚型下限,惊悚型上限,刺激型上限,刺激型下限,家庭型上限,家庭型下限,儿童型上限,儿童型下限
0.026849945768864684,1.0,0.026849945768864684,0.3892467405980919,0.0036301657923279553,0.19751200832281912,0.0,0.05664386745467826
0.13675213675213677,1.0,0.05128205128205129,0.3888888888888889,0.00512820512820513,0.2974358974358975,0.0,0.12350427350427351
0.020827297546942795,0.6866089049010017,0.00810698424276302,1.0,0.008918193933651227,0.2530053955669776,0.0,0.05423516219081151
0.0,1.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0
0.06150159744408946,1.0,0.002396166134185304,0.2891373801916933,0.004792332268370606,0.14536741214057508,0.0,0.004792332268370606
0.02666666666666667,0.632,0.06133333333333333,1.0,0.04,0.6266666666666667,0.0,0.25333333333333335
0.2962962962962963,1.0,0.1646090534979424,0.7160493827160493,0.205761316872428,0.4691358024691358,0.0,0.0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
